Marker,Timestamp_samples,Epoch
S0,2992149,399
S0,2993263,400
S1,2997047,400
S1,2994323,400
K1,2994662,400
K1,2995460,400
S0,2995666,400
GS1,3000064,401
S0,3001909,401
S0,3003868,401
S1,3005671,401
K1,3006871,401
S1,3012428,402
S1,3010557,402
K0,3009928,402
S0,3013414,402
GS1,3016713,403
K1,3019284,403
S0,3015210,403
S0,3024111,404
GS1,3026250,404
GS1,3027648,404
S1,3028960,404
S0,3031731,405
GS1,3031508,405
S1,3034722,405
S0,3038253,406
S0,3050188,407
K1,3046932,407
S0,3048888,407
GS1,3051330,407
S0,3055163,408
GS1,3052681,408
S1,3056733,408
GS1,3058588,408
S0,3062976,409
GS1,3065963,409
GS1,3068149,410
GS1,3069519,410
GS1,3073632,410
S1,3075519,411
S1,3080205,411
S0,3078239,411
K0,3082884,412
K1,3083424,412
S0,3089806,412
GS1,3091815,413
S0,3093293,413
GS1,3094092,413
GS1,3104101,414
GS1,3099022,414
GS1,3112515,416
K1,3121624,417
S0,3123828,417
Soff1,3127247,417
S1,3152182,421
S0,3157340,421
GS1,3163923,422
GS1,3161880,422
S0,3160600,422
S0,3162761,422
S1,3165112,423
S0,3169163,423
GS1,3170700,423
K1,3171503,423
GS1,3176830,424
S1,3180977,425
K0,3182039,425
S1,3183019,425
GS1,3184284,425
S0,3185261,425
GS1,3191998,426
S1,3193134,426
GS1,3197570,427
K1,3204922,428
S0,3207317,428
S0,3212969,429
GS1,3227568,431
K1,3232680,432
K1,3235384,432
S0,3237648,432
S0,3243268,433
S0,3250766,434
S0,3255540,435
S0,3262832,436
GS1,3266606,436
K0,3273524,437
S1,3307818,442
GS1,3285223,439
S0,3286286,439
K1,3286898,439
K1,3287276,439
K1,3287493,439
GS1,3289462,439
S0,3287965,439
K0,3298859,440
S0,3299725,440
GS1,3311711,442
S0,3321259,443
GS1,3322111,443
K1,3323653,444
S0,3323947,444
S0,3327912,444
K1,3329131,444
S1,3329308,444
S0,3339509,446
K0,3340219,446
S0,3341139,446
K0,3340471,446
S1,3350139,447
K1,3348412,447
GS1,3347995,447
K1,3358652,448
K0,3353016,448
S0,3353623,448
S0,3361040,449
S0,3362189,449
S0,3367410,449
S0,3374598,450
S0,3383530,452
S0,3392627,453
S0,3390486,453
K1,3394345,453
S1,3394787,453
K1,3410029,455
S1,3406654,455
S1,3410463,455
S0,3417467,456
K0,3416916,456
K1,3422476,457
GS1,3423255,457
GS1,3424370,457
REM1,3441906,459
REM1,3442112,459
REM0,3445585,460
REM1,3442830,460
REM1,3446525,460
REM1,3447200,460
REM1,3458204,462
REM1,3461413,462
REM1,3465069,463
REM1,3472130,463
REM0,3468839,463
REM0,3469566,463
REM1,3483282,465
REM1,3484810,465
REM1,3485531,465
REM1,3486011,465
REM1,3492593,466
REM1,3491262,466
REM0,3490760,466
REM1,3495357,467
REM1,3495691,467
REM1,3501816,467
REM1,3502067,467
REM1,3502592,468
REM1,3503382,468
REM1,3508255,468
REM1,3504650,468
REM1,3504847,468
REM1,3505092,468
REM0,3506500,468
REM0,3506020,468
REM0,3507258,468
REM1,3509053,468
REM1,3509221,468
REM1,3509504,468
REM1,3509831,468
REM1,3512570,469
REM1,3513604,469
REM1,3513968,469
REM1,3514326,469
REM1,3529218,471
REM1,3529711,471
REM1,3530045,471
REM1,3531395,471
REM1,3531503,471
REM1,3532335,471
REM1,3532685,472
REM1,3534372,472
REM1,3534801,472
REM1,3534478,472
REM1,3539514,472
REM1,3539669,472
REM1,3539892,472
A1,3547119,473
Son1,3550909,474
REM1,3560506,475
REM0,3555061,475
REM0,3561681,475
REM0,3558990,475
REM1,3562975,476
REM1,3562649,476
REM1,3563650,476
REM1,3564478,476
REM0,3565303,476
REM1,3567700,476
REM1,3566676,476
REM1,3569098,476
REM1,3571704,477
REM1,3573641,477
REM1,3575111,477
REM1,3575331,477
REM1,3575668,477
REM1,3576742,477
REM1,3582977,478
REM1,3583222,478
REM1,3583430,478
REM1,3583680,478
REM1,3584049,478
REM1,3584425,478
REM0,3584736,478
REM0,3585200,479
REM1,3587649,479
REM1,3588534,479
REM1,3589056,479
REM1,3589374,479
REM1,3589659,479
REM1,3593114,480
A1,3595297,480
Son1,3604952,481
Soff1,3614489,482
GS1,3739358,499
S1,3754227,501
S1,3764236,502
S1,3768631,503
K1,3797770,507
S1,3797215,507
S0,3796198,507
S1,3805626,508
S0,3806975,508
K0,3812412,509
K0,3816713,509
A1,3817467,509
Son1,3821442,510
A1,3681898,491
Son1,3687224,492
S0,3761099,502
K0,3777632,504
S0,3777890,504
S0,3790528,506
GS1,3794747,506
A1,3836709,512
Son1,3841330,513
K0,3850467,514
S0,3850623,514
S1,3859494,515
S0,3858231,515
GS1,3860386,515
S0,3865038,516
GS1,3868221,516
K1,3870605,517
Soff1,3870938,517
S0,4024111,537
K0,4021929,537
GS1,4030134,538
S1,4031083,538
S0,4032957,538
Soff1,4861851,649
REM1,4861151,649
Son1,3912598,522
Soff1,3946407,527
Son1,3971683,530
Soff1,4033884,538
Son1,4042210,539
S1,4060811,542
S0,4068209,543
S0,4079718,544
S0,4076750,544
K0,4083450,545
S0,4081055,545
K1,4086264,545
S0,4100699,547
S1,4102063,547
S0,4104052,548
S1,4105634,548
S1,4107187,548
GS1,4108396,548
S0,4110947,549
K0,4135197,552
S0,4145581,553
S1,4141755,553
S0,4144325,553
GS1,4152713,554
K1,4159023,555
S0,4159147,555
S0,4169595,556
GS1,4167888,556
S1,4173076,557
GS1,4171493,557
S0,4176359,557
GS1,4180052,558
GS1,4178305,558
GS1,4184909,558
S0,4185065,559
S0,4186752,559
S0,4189066,559
S1,4198838,560
S1,4195906,560
K1,4196324,560
S1,4193162,560
S1,4207567,562
S1,4208679,562
S1,4210113,562
GS1,4212924,562
S1,4221440,563
S1,4219083,563
GS1,4216770,563
S0,4215640,563
S1,4229346,564
K0,4227049,564
S0,4227198,564
K1,4222470,563
S1,4222788,564
S1,4234339,565
GS1,4236899,565
K1,4241278,566
S1,4239108,566
K1,4250094,567
K1,4249761,567
GS1,4258170,568
S1,4258993,568
GS1,4254018,568
S1,4260040,569
S0,4265882,569
S0,4265094,569
S1,4268342,570
K0,4267582,570
K1,4284063,572
GS1,4302635,574
S0,4303298,574
S0,4304213,574
S1,4308982,575
S1,4306973,575
S1,4317983,576
GS1,4313881,576
S0,4319178,576
S1,4316697,576
S0,4326582,577
S0,4324932,577
S1,4334314,578
GS1,4338556,579
GS1,4340255,579
S1,4348042,580
S0,4346729,580
S0,4356481,581
S1,4362506,582
S1,4367376,583
S0,4368262,583
S0,4373117,584
S1,4376999,584
S0,4387175,585
S0,4395847,587
GS1,4400475,587
K0,4398313,587
S1,4401619,587
S1,4416803,589
S0,4415835,589
S0,4411100,589
K1,4419251,590
GS1,4418159,590
GS1,4431436,591
S1,4427745,591
S0,4438550,592
S0,4434749,592
GS1,4439580,592
S0,4433805,592
GS1,4444700,593
GS1,4442518,593
K1,4447597,594
S0,4461375,595
S0,4458273,595
K0,4455898,595
S0,4463270,596
S0,4469344,596
S0,4465793,596
K1,4474653,597
K1,4483778,598
K1,4490566,599
K1,4487142,599
S0,4490870,599
S0,4490023,599
S0,4499597,600
S1,4498206,600
K1,4503868,601
S0,4501873,601
S0,4516886,603
K1,4524718,604
S0,4529114,604
K1,4530189,605
S0,4542556,606
K1,4566057,609
S0,4566304,609
K1,4580674,611
S1,4580941,611
K1,4596779,613
K0,4586919,612
K1,4584138,612
K1,4582951,612
S0,4597077,613
S1,4603060,614
S1,4604314,614
S1,4606454,615
K1,4605304,615
GS1,4607412,615
GS1,4608543,615
GS1,4610763,615
S0,4610910,615
S0,4609719,615
GS1,4618930,616
GS1,4621504,617
S1,4620262,617
K0,4627028,617
S0,4627453,617
S0,4634164,618
K1,4628319,618
K1,4629891,618
S1,4630051,618
K1,4630256,618
GS1,4642310,619
S1,4640097,619
S1,4637012,619
K1,4635537,619
GS1,4644390,620
S0,4645933,620
S0,4646856,620
K1,4646676,620
GS1,4652382,621
S1,4656586,621
S0,4655061,621
S1,4657698,622
K1,4660658,622
K1,4663479,622
K1,4670702,623
K0,4661240,622
K1,4678434,624
S0,4679847,624
K0,4680173,625
S0,4691635,626
K1,4688000,626
S1,4700433,627
K1,4701875,627
S0,4701104,627
S0,4701968,627
S0,4709619,628
GS1,4703666,628
K0,4708334,628
S0,4711131,629
K1,4712218,629
K1,4714243,629
S0,4726089,631
GS1,4730487,631
S0,4742852,633
K1,4745352,633
REM1,4759136,635
REM1,4765472,636
REM1,4765905,636
REM1,4766387,636
REM1,4771982,637
REM1,4771750,637
REM1,4772278,637
REM1,4772617,637
REM1,4773275,637
REM1,4774043,637
REM1,4774343,637
REM1,4775008,637
REM1,4775405,637
REM1,4775776,637
REM1,4776558,637
REM1,4776133,637
REM1,4776299,637
REM1,4777890,638
REM1,4778149,638
REM1,4779060,638
REM1,4779361,638
REM1,4781630,638
REM1,4782152,638
REM1,4783244,638
REM1,4783368,638
REM1,4787656,639
REM1,4788044,639
REM1,4788673,639
REM0,4789722,639
REM0,4786608,639
REM0,4817126,643
REM1,4824049,644
REM1,4823656,644
REM1,4828514,644
REM1,4830090,645
REM1,4830608,645
REM0,4831937,645
REM1,4838007,646
REM0,4838792,646
REM1,4839804,646
REM1,4839290,646
REM1,4840240,646
REM1,4840560,646
REM1,4849361,647
REM1,4845141,647
REM1,4847624,647
REM1,4851227,647
REM1,4854719,648
REM1,4852541,648
REM1,4855341,648
REM1,4857035,648
REM0,4857498,648
REM1,4857967,648
REM1,4858306,648
REM1,4858485,648
REM1,4859080,648
REM1,4859551,648
REM1,1847827,247
REM1,1848936,247
REM1,1987029,265
Soff1,2079618,278
Son1,2092742,280
Son1,3142266,419
K1,3146832,420
S0,3148536,420
K1,3149716,420
